제품명,급여구분,특정연령,특정연령단위,업체명,금기연령층
코코나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,한국휴텍스제약(주),영유아
알러나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,유니메드제약(주),영유아
나리넥스점비액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,삼천당제약(주),영유아
안티런점비액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)하원제약,영유아
나자타손나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,알보젠코리아(주),영유아
모메트나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,동국제약(주),영유아
나조메타나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,신일제약(주),영유아
모멘타솔크림(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,(주)엘앤씨바이오,영유아
라벨리아크림(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,태극제약(주),영유아
메타손크림(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,한국코러스(주),영유아
큐모타손크림(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,풍림무약(주),영유아
모메솔크림(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,성원애드콕제약(주),영유아
모메스킨크림(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,(주)경보제약,영유아
큐메타손크림(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,주식회사큐엘파마,영유아
프로몬크림(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,(주)제뉴파마,영유아
메이손크림(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,(주)테라젠이텍스,영유아
모멘타연고(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,주식회사 더유제약,영유아
큐어덤로션(푸로산모메타손)_(20mg/20g),급여,2,세 이하,위더스제약(주),영유아
라벨리아크림(모메타손푸로에이트)_(25mg/25g),급여,2,세 이하,태극제약(주),영유아
에이치엘비모메타손크림(모메타손푸로에이트)_(25mg/25g),급여,2,세 이하,에이치엘비제약(주),영유아
모타손크림(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,(주)휴비스트제약,영유아
모메탄크림(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,(주)에이프로젠바이오로직스,영유아
"모리코트크림_(모메타손푸로에이트, 30mg/30g)",급여,2,세 이하,동광제약(주),영유아
라이록사신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,제이더블유신약(주),청소년
레보프록신정(레보플록사신)_(0.1g/1정),급여,18,세 이하,(주)에이프로젠바이오로직스,청소년
제일크라비트정(레보플록사신)_(0.1g/1정),급여,18,세 이하,제일약품(주),청소년
카바스타정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,대화제약(주),청소년
레펙신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,동광제약(주),청소년
레록신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,(주)메디카코리아,청소년
네보락신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,(주)뉴젠팜,청소년
레보건정100밀리그램(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,건일제약(주),청소년
레보타신정100밀리그램(레보플록사신수화물)_(0.10249g/1정),급여,18,세 이하,한국코러스(주),청소년
레플로신정100밀리그램(레보플록사신수화물)_(0.10249g/1정),급여,18,세 이하,에이치엘비제약(주),청소년
라벨리아로션(모메타손푸로에이트)_(60mg/60g),급여,2,세 이하,태극제약(주),영유아
테리손로션(모메타손푸로에이트)_(60mg/60g),급여,2,세 이하,(주)메디카코리아,영유아
큐모타손로션(모메타손푸로에이트)_(60mg/60g),급여,2,세 이하,풍림무약(주),영유아
크라프록신정100mg(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,한국휴텍스제약(주),청소년
레보파정(레보플록사신수화물)(수출명:VOLEXINTABLET)_(0.1g/1정),급여,18,세 이하,영일제약(주),청소년
레보푸라신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,명문제약(주),청소년
레보스타정(레보플록사신)_(0.10249g/1정),급여,18,세 이하,삼천당제약(주),청소년
레크로신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,한화제약(주),청소년
레보탐정(레보플록사신)_(0.1g/1정),급여,18,세 이하,알보젠코리아(주),청소년
레보박터정(레보플록사신)_(0.1g/1정),급여,18,세 이하,(주)서울제약,청소년
레브록신정(레보플록사신수화물)_(0.10249g/1정),급여,18,세 이하,(주)한국파마,청소년
레보라신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,동국제약(주),청소년
크록사신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,아주약품(주),청소년
레프로신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,영풍제약(주),청소년
레폭사신정(레보플록사신)(수출명:LEFOXACINTablet)_(0.1g/1정),급여,18,세 이하,(주)넥스팜코리아,청소년
마이셀타캡슐60밀리그램(둘록세틴염산염)_(67.3mg/1캡슐),급여,18,세 미만,(주)한국파마,청소년
둘세린캡슐60밀리그램(둘록세틴염산염)_(67.3mg/1캡슐),급여,18,세 미만,동국제약(주),청소년
듀로셉톨캡슐60밀리그램(둘록세틴염산염)_(67.29mg/1캡슐),급여,18,세 미만,환인제약(주),청소년
듀로스캡슐60밀리그램(둘록세틴염산염)_(67.3mg/1캡슐),급여,18,세 미만,하나제약(주),청소년
심발타캡슐60밀리그램(둘록세틴염산염)_(67.3mg/1캡슐),급여,18,세 미만,한국릴리(유),청소년
심발세틴캡슐60밀리그램(둘록세틴염산염)_(0.337g/1캡슐),급여,18,세 미만,(주)다산제약,청소년
둘세틴캡슐60밀리그램(둘록세틴염산염)_(67.3mg/1캡슐),급여,18,세 미만,(주)한국글로벌제약,청소년
쥴로틴캡슐60밀리그램(둘록세틴염산염)_(67.3mg/1캡슐),급여,18,세 미만,(주)셀트리온제약,청소년
피엠에스둘록세틴캡슐60mg(둘록세틴염산염)_(67.3mg/1캡슐),급여,18,세 미만,(주)제뉴파마,청소년
둘록사정60밀리그램(둘록세틴염산염)_(67.3mg/1정),급여,18,세 미만,일동제약(주),청소년
아보투윈연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),급여,18,세 미만,코스맥스파마(주),청소년
두모보연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),급여,18,세 미만,건일바이오팜주식회사,청소년
아보엠연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),급여,18,세 미만,(주)마더스제약,청소년
자이가드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),급여,18,세 미만,(주)한독테바,청소년
신일오플록사신정(수출명:FOCINATTab.)_(0.1g/1정),급여,18,세 이하,신일제약(주),청소년
프락신정100밀리그람(오플록사신)_(0.1g/1정),급여,18,세 이하,아주약품(주),청소년
넬슨오플록사신정100밀리그램(오플록사신)_(0.1g/1정),급여,18,세 이하,한국넬슨제약(주),청소년
케이로우현탁액(폴리스티렌설폰산칼슘)_(5g/20mL),급여,1,개월 미만,(주)퍼슨,영유아
카슈트현탁액(폴리스티렌설폰산칼슘)_(5g/20mL),급여,1,개월 미만,디아이디바이오(주),영유아
시푸로겔3%(케토프로펜)_(3g/100g),급여,15,세 미만,삼진제약(주),청소년
케바논겔(케토프로펜)_(0.9g/30g),급여,15,세 미만,대화제약(주),청소년
케노펜겔(케토프로펜)_(6g/200g),급여,15,세 미만,일동제약(주),청소년
케토크린카타플라스마(케토프로펜)(수출명: 1. ECOSIP GEL-KETOPROFEN 2. GEL PATCH)_(10X14㎠/1매),급여,15,세 미만,신신제약(주),청소년
케펜텍플라스타(케토프로펜)(수출명 : KEFEN)_(10X7㎠/1매),급여,15,세 미만,제일헬스사이언스(주),청소년
케노펜플라스타(케토프로펜)_(7X10㎠/1매),급여,15,세 미만,일동제약(주),청소년
케토크린플라스타(케토프로펜)_(10X7㎠/1매),급여,15,세 미만,신신제약(주),청소년
"케토톱플라스타(케토프로펜)(인도수출명:케토패취, 대만수출명:관건(關建), 베트남수출명:태평양케토프로펜, 나이지리아수출용:Zilix Plasters)_(70㎠/1매)",급여,15,세 미만,(주)한독,청소년
케펜텍-엘플라스타(케토프로펜)_(10X7㎠/1매),급여,15,세 미만,제일헬스사이언스(주),청소년
케토톱엘플라스타(케토프로펜)_(6.8X10.3㎠/1매),급여,15,세 미만,(주)한독,청소년
"케논엘플라스타(케토프로펜)[수출명:케논-엘(Kenon-L),케토덤-엘(Ketoderm-L),케노덤(Kenoderm),페노덤(Fenoderm),케이트란스(Ketrans),케토플라스트-엘(Ketoplast-L)]_(10X7㎠/1매)",급여,15,세 미만,아이큐어(주),청소년
케토라신정(케토롤락트로메타민)_(10mg/1정),급여,16,세 이하,동국제약(주),청소년
타라신주(케토롤락트로메타민)_(30mg/1mL),급여,2,세 미만,지피테라퓨틱스코리아주식회사,영유아
케롤락주(케토롤락트로메타민염)_(30mg/1mL),급여,2,세 미만,주식회사케이에스제약,영유아
케로라주(케토롤락트로메타민염)_(30mg/1mL),급여,2,세 미만,동광제약(주),영유아
타벨주(케토롤락트로메타민염)_(30mg/1mL),급여,2,세 미만,(주)메디카코리아,영유아
케라신주(케토롤락트로메타민)_(30mg/1mL),급여,2,세 미만,삼진제약(주),영유아
케토란주(케토롤락트로메타민)_(30mg/1mL),급여,2,세 미만,경동제약(주),영유아
케롤주(케토롤락트로메타민염)_(30mg/1mL),급여,2,세 미만,(주)씨엠지제약,영유아
"케토락주(케토롤락트롤메타민)(수출명:케토롤락트로메타민주,케토메드주)_(30mg/1mL)",급여,2,세 미만,대우제약(주),영유아
"케토신주사(케토롤락트로메타민염)(수출명:뉴케토신주사,NEWKETOCININJ)_(30mg/1mL)",급여,2,세 미만,명문제약(주),영유아
트롤락주(케토롤락트로메타민염)_(30mg/1mL),급여,2,세 미만,환인제약(주),영유아
케로민주사(케토롤락트로메타민염)_(30mg/1mL),급여,2,세 미만,하나제약(주),영유아
케톨민주(케토롤락트로메타민)_(30mg/1mL),급여,2,세 미만,이연제약(주),영유아
겟투겔(케토프로펜)_(1.5g/50g),급여,15,세 미만,한국넬슨제약(주),청소년
레보건정500밀리그램(레보플록사신수화물)_(0.5123g/1정),급여,18,세 이하,건일제약(주),청소년
아보그로정0.5밀리그램(두타스테리드)_(0.5mg/1정),급여,18,세 미만,(주)한국글로벌제약,청소년
대웅바이오두타스테리드정0.5밀리그램_(0.5mg/1정),급여,18,세 미만,대웅바이오(주),청소년
영진조피클론정1밀리그램(에스조피클론)_(1mg/1정),급여,18,세 미만,영진약품(주),청소년
조스정1밀리그램(에스조피클론)_(1mg/1정),급여,18,세 미만,명인제약(주),청소년
파마에스조피클론정1mg_(1mg/1정),급여,18,세 미만,(주)한국파마,청소년
에조스타정1밀리그램(에스조피클론)_(1mg/1정),급여,18,세 미만,하나제약(주),청소년
조피스타정1밀리그램(에스조피클론)_(1mg/1정),급여,18,세 미만,(주)휴온스,청소년
영진조피클론정2밀리그램(에스조피클론)_(2mg/1정),급여,18,세 미만,영진약품(주),청소년
조스정2밀리그램(에스조피클론)_(2mg/1정),급여,18,세 미만,명인제약(주),청소년
파마에스조피클론정2mg_(2mg/1정),급여,18,세 미만,(주)한국파마,청소년
에조스타정2밀리그램(에스조피클론)_(2mg/1정),급여,18,세 미만,하나제약(주),청소년
조피스타정2밀리그램(에스조피클론)_(2mg/1정),급여,18,세 미만,(주)휴온스,청소년
영진조피클론정3밀리그램(에스조피클론)_(3mg/1정),급여,18,세 미만,영진약품(주),청소년
조스정3밀리그램(에스조피클론)_(3mg/1정),급여,18,세 미만,명인제약(주),청소년
파마에스조피클론정3mg_(3mg/1정),급여,18,세 미만,(주)한국파마,청소년
에조스타정3밀리그램(에스조피클론)_(3mg/1정),급여,18,세 미만,하나제약(주),청소년
두타프렌정0.5밀리그램(두타스테리드)_(0.5mg/1정),급여,18,세 미만,(주)다산제약,청소년
머카나정0.5밀리그램(두타스테리드)_(0.5mg/1정),급여,18,세 미만,(주)라이트팜텍,청소년
조피스타정3밀리그램(에스조피클론)_(3mg/1정),급여,18,세 미만,(주)휴온스,청소년
에토미데이트리푸로주_(20mg/10mL),급여,2,세 미만,비브라운코리아(주),영유아
펜타덤패취12μg/h(펜타닐)_(2.5㎠/1매),급여,18,세 미만,한림제약(주),청소년
듀로제식디트랜스패취12㎍/h(펜타닐)_(5.25㎠/1매),급여,18,세 미만,(주)한국얀센,청소년
명문펜타닐패취12㎍/h(펜타닐)_(5.25㎠/1매),급여,18,세 미만,명문제약(주),청소년
펜타듀르패취12ug/h(펜타닐)_(5㎠/1매),급여,18,세 미만,(주)한국팜비오,청소년
펜타덤패취25μg/h(펜타닐)_(5㎠/1매),급여,18,세 미만,한림제약(주),청소년
듀로제식디트랜스패취25μg/h(펜타닐)_(10.5㎠/1매),급여,18,세 미만,(주)한국얀센,청소년
한림펜타닐주사(펜타닐시트르산염)_(0.157mg/2mL/앰플(PP)),급여,2,세 미만,한림제약(주),영유아
스타브론정(티아넵틴나트륨)_(12.5mg/1정),급여,15,세 미만,제일약품(주),청소년
건일티아넵틴정(티아넵틴나트륨)_(12.5mg/1정),급여,15,세 미만,건일제약(주),청소년
스티아론정(티아넵틴나트륨)_(12.5mg/1정),급여,15,세 미만,(주)한국파마,청소년
디프론정(티아넵틴나트륨)_(12.5mg/1정),급여,15,세 미만,동국제약(주),청소년
